ID,LabID,LongID,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,SiO2_n_Z_score,TiO2_n_Z_score,Al2O3_n_Z_score,FeO_n_Z_score,Mn_Z_scoreO_n_Z_score,MgO_n_Z_score,CaO_n_Z_score,Na2O_n_Z_score,K2O_n_Z_score,SiO2_n_sqrt_transformed_Z_scores,TiO2_n_sqrt_transformed_Z_scores,Al2O3_n_sqrt_transformed_Z_scores,FeO_n_sqrt_transformed_Z_scores,Mn_sqrt_transformed_Z_scoresO_n_sqrt_transformed_Z_scores,MgO_n_sqrt_transformed_Z_scores,CaO_n_sqrt_transformed_Z_scores,Na2O_n_sqrt_transformed_Z_scores,K2O_n_sqrt_transformed_Z_scores,PC1_Z_scores_sqrt_transformed,PC2_Z_scores_sqrt_transformed,PC3_Z_scores_sqrt_transformed,PC4_Z_scores_sqrt_transformed,PC_n_sqrt_transformed_Z_scores,Variance_explained_percent,Minimum,25%_Quartile,Median,Mean,75%_Quartile,Maximum
SAM-631,PZ1_A1-93_03_17,SAM-631_PZ1_A1-93_03_17_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,74.7,0.17,12.28,1.02,0.04,0.2,0.89,3.45,4.14,0.03,0,0.25,97.158,76.88,0.18,12.64,1.05,0.04,0.2,0.92,3.55,4.26,0.03,0,0.26,100,0.760289954,-0.782500706,-0.917585165,-0.840070169,-0.605518075,-0.736542096,-1.247534717,-1.245615193,1.692412601,0.762015881,-0.778805978,-0.918433386,-0.894020801,-0.446119654,-0.73975544,-1.424072586,-1.258029521,1.576287596,-2.423901078,1.887071978,0.34431622,0.240619233,,,,,,,,
SAM-632,PZ1_A1-93_03_18,SAM-632_PZ1_A1-93_03_18_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,75.56,0.18,12.72,1.01,0.03,0.2,1.06,3.5,4.02,0.03,0,0.16,98.4744,76.74,0.18,12.91,1.03,0.03,0.2,1.08,3.56,4.08,0.03,0,0.17,100,0.733891107,-0.776133609,-0.752837527,-0.851883806,-0.699339721,-0.7321874,-1.065123642,-1.23681599,1.488583809,0.736596209,-0.7676572,-0.744388029,-0.912704166,-0.585986327,-0.731972325,-1.156618247,-1.248063091,1.411596097,-2.316036971,1.626396836,0.167141849,0.388001884,,,,,,,,
SAM-633,PZ1_A1-93_03_19,SAM-633_PZ1_A1-93_03_19_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,74.32,0.19,12.1,0.84,0,0.17,0.98,3.68,4.01,0.01,0,0.22,96.5191,77,0.19,12.53,0.87,0,0.17,1.02,3.81,4.16,0.01,0,0.23,100,0.78088872,-0.741458969,-0.98390457,-0.952000245,-1.116139916,-0.791705787,-1.136485819,-0.970645093,1.578666534,0.781833411,-0.708483047,-0.989018321,-1.078349932,-1.895081243,-0.842609674,-1.258666657,-0.951974682,1.484815815,-2.837510821,1.620287831,-0.708443831,-0.177624395,,,,,,,,
SAM-634,PZ1_A1-93_03_21,SAM-634_PZ1_A1-93_03_21_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,76.15,0.12,12.46,1.14,0.03,0.28,1.05,3.47,4.18,0.01,0,0.15,99.037,76.89,0.12,12.58,1.16,0.03,0.29,1.06,3.5,4.22,0.01,0,0.15,100,0.762003784,-0.893570708,-0.9564784,-0.770628803,-0.789499985,-0.583271906,-1.090496193,-1.29209367,1.646012509,0.763665285,-0.990809721,-0.95979129,-0.787397702,-0.736192306,-0.488686128,-1.192546475,-1.310870855,1.539103927,-2.419167469,1.741177743,0.271239522,0.246738501,,,,,,,,
SAM-635,PZ1_A1-93_03_22,SAM-635_PZ1_A1-93_03_22_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,75.85,0.18,12.34,0.84,0,0.11,0.96,3.72,4.03,0.01,0,0.16,98.1905,77.25,0.18,12.57,0.85,0,0.11,0.98,3.78,4.11,0.01,0,0.16,100,0.82396133,-0.77279594,-0.962470469,-0.963378645,-1.116139916,-0.904390046,-1.180639979,-0.999475145,1.519258479,0.823223883,-0.761849419,-0.966172359,-1.098092667,-1.895081243,-1.08551719,-1.323420103,-0.983557187,1.4366072,-2.997466771,1.600517991,-0.761687677,-0.121208075,,,,,,,,
SAM-636,PZ1_A1-93_03_23,SAM-636_PZ1_A1-93_03_23_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,76.54,0.12,12.55,0.93,0.04,0.15,0.99,3.72,4.17,0.01,0,0.19,99.407,77,0.12,12.62,0.94,0.04,0.15,1,3.74,4.2,0.01,0,0.19,100,0.780173106,-0.91032444,-0.930470942,-0.908482739,-0.605494114,-0.839115544,-1.152824713,-1.045424819,1.623182715,0.78114519,-1.026338597,-0.932124194,-1.00465144,-0.446085657,-0.938443665,-1.282478872,-1.034132808,1.520743282,-2.533001903,1.742502566,0.11470776,0.281706093,,,,,,,,
SAM-637,PZ1_A1-93_03_24,SAM-637_PZ1_A1-93_03_24_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,76.21,0.14,12.3,0.95,0.06,0.16,1.08,3.67,4.1,0.06,0,0.17,98.9103,77.05,0.14,12.43,0.96,0.06,0.16,1.09,3.71,4.15,0.06,0,0.18,100,0.790016644,-0.855863196,-1.046578047,-0.896149335,-0.30818946,-0.812527265,-1.049301427,-1.071115165,1.564841734,0.790610336,-0.914659502,-1.056003878,-0.984256404,-0.072446919,-0.883745389,-1.134404512,-1.062539202,1.473624179,-2.358655271,1.668742873,0.419282022,0.353118575,,,,,,,,
SAM-638,PZ1_A1-93_03_27,SAM-638_PZ1_A1-93_03_27_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,75.2,0.21,12.47,1.01,0,0.13,0.91,3.59,3.85,0,0,0.2,97.5655,77.07,0.21,12.78,1.04,0,0.14,0.93,3.68,3.95,0,0,0.21,100,0.793415574,-0.704114653,-0.835763641,-0.846310332,-1.116139916,-0.856240874,-1.233934176,-1.106919133,1.336213417,0.793877813,-0.647404014,-0.831764924,-0.903868838,-1.895081243,-0.975118626,-1.40334844,-1.102285757,1.286124151,-2.853692095,1.529016546,-0.636979917,-0.146810272,,,,,,,,
SAM-639,PZ1_A1-93_03_28,SAM-639_PZ1_A1-93_03_28_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,75.11,0.14,12.02,0.87,0,0.13,0.98,3.42,4.06,0.07,0,0.21,97.0162,77.42,0.14,12.39,0.9,0,0.14,1.01,3.52,4.18,0.08,0,0.22,100,0.854733103,-0.854535793,-1.07282862,-0.932334231,-1.116139916,-0.859356395,-1.143110687,-1.273253692,1.608350824,0.852753822,-0.912066043,-1.084142529,-1.044699286,-1.895081243,-0.981923442,-1.268300919,-1.289411493,1.508791518,-3.122481831,1.657809988,-0.538270747,0.026697859,,,,,,,,
SAM-640,PZ1_A1-93_03_31,SAM-640_PZ1_A1-93_03_31_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,75.36,0.14,12.35,0.88,0.06,0.16,0.99,3.74,4.06,0,0,0.16,97.8943,76.98,0.14,12.62,0.9,0.06,0.17,1.01,3.82,4.15,0,0,0.16,100,0.777066999,-0.854210658,-0.934390039,-0.936116159,-0.396458279,-0.802523539,-1.140214627,-0.959025915,1.568149089,0.77815777,-0.911431644,-0.936290399,-1.051125248,-0.174887395,-0.863806727,-1.264085834,-0.939278545,1.476303073,-2.363074535,1.705253801,0.251489677,0.262873482,,,,,,,,
SAM-641,PZ1_A1-93_03_32,SAM-641_PZ1_A1-93_03_32_A1_Aguilera,Acid,Rhyolite,SAM,A1,0,Aguilera,76.39,0.2,12.57,1.03,0.01,0.15,1.05,3.44,4.1,0.02,0,0.14,99.0957,77.09,0.21,12.68,1.04,0.01,0.15,1.06,3.47,4.14,0.02,0,0.14,100,0.795697192,-0.716493685,-0.892382913,-0.846157845,-0.952271545,-0.838270987,-1.085215479,-1.32641249,1.555951922,0.796070959,-0.667366787,-0.891689561,-0.903627633,-1.074248356,-0.936665663,-1.185037288,-1.35010357,1.466418977,-2.612985212,1.66841299,-0.048664425,0.286002416,,,,,,,,
SAM-642,PZ1_R1-RioTurbo_2,SAM-642_PZ1_R1-RioTurbo_2_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.14,0.06,12.67,0.95,0,0.14,1.25,3.83,2.76,0.03,0,0.22,95.042,76.96,0.06,13.33,1,0,0.15,1.31,4.03,2.9,0.03,0,0.23,100,0.772951648,-1.031514882,-0.495221108,-0.86991336,-1.116139916,-0.838548999,-0.805527134,-0.739622011,0.139816084,0.774199145,-1.329352139,-0.475831032,-0.94154626,-1.895081243,-0.937250641,-0.808760832,-0.702916683,0.216550019,-2.727471303,0.26220282,-0.98863169,0.023066274,,,,,,,,
SAM-644,PZ1_R1-RioTurbo_4,SAM-644_PZ1_R1-RioTurbo_4_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.33,0.1,12.68,1.13,0.02,0.21,1.55,3.86,2.51,0.05,0,0.2,97.6423,77.15,0.1,12.99,1.16,0.02,0.21,1.59,3.95,2.57,0.05,0,0.2,100,0.8073684,-0.940898078,-0.705692349,-0.767684574,-0.884356966,-0.713758291,-0.496895602,-0.820770607,-0.237968721,0.80728673,-1.094331757,-0.694916899,-0.782990757,-0.918860745,-0.699522908,-0.433207723,-0.78960326,-0.160247337,-2.208348611,-0.1498704,-0.143203723,0.179197073,,,,,,,,
SAM-645,PZ1_R1-RioTurbo_7,SAM-645_PZ1_R1-RioTurbo_7_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.05,0.12,12.52,1.11,0,0.21,1.39,4.18,2.72,0.01,0,0.19,96.4869,76.75,0.12,12.98,1.15,0,0.21,1.44,4.33,2.82,0.01,0,0.2,100,0.735975367,-0.897214523,-0.714013751,-0.77632427,-1.116139916,-0.714744899,-0.662457263,-0.427892232,0.040234435,0.738604062,-0.998441501,-0.70363816,-0.795947826,-1.895081243,-0.701240625,-0.630199599,-0.377439027,0.119400937,-2.370986239,0.103346596,-0.943203554,-0.342026535,,,,,,,,
SAM-646,PZ1_R1-RioTurbo_8,SAM-646_PZ1_R1-RioTurbo_8_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.64,0.13,12.43,1.04,0.01,0.2,1.37,4.02,2.67,0.02,0,0.21,95.7466,76.92,0.14,12.98,1.09,0.01,0.21,1.43,4.2,2.79,0.02,0,0.22,100,0.765582419,-0.859502048,-0.713082133,-0.81316439,-1.02533031,-0.731066987,-0.669866715,-0.567801889,0.012999105,0.767109059,-0.921797741,-0.702661548,-0.852077934,-1.284036411,-0.729977122,-0.639247254,-0.522084695,0.092570751,-2.246759448,0.126871955,-0.515433061,-0.123610848,,,,,,,,
SAM-647,PZ1_R1-RioTurbo_13,SAM-647_PZ1_R1-RioTurbo_13_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.78,0.14,13.04,1.12,0.06,0.2,1.35,4.09,2.63,0.04,0,0.17,96.6187,76.36,0.15,13.49,1.16,0.07,0.2,1.4,4.23,2.72,0.04,0,0.17,100,0.667549157,-0.840435419,-0.397909831,-0.768886744,-0.278439458,-0.732379182,-0.70573828,-0.53309719,-0.064631816,0.672605246,-0.884852144,-0.375492789,-0.784789112,-0.039194131,-0.732314142,-0.683348736,-0.485992498,0.015461682,-1.68267831,0.163201383,0.081665991,0.238975174,,,,,,,,
SAM-649,PZ1_R1-RioTurbo_15,SAM-649_PZ1_R1-RioTurbo_15_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.01,0.09,12.56,1.1,0,0.2,1.33,4.11,2.59,0.03,0,0.19,96.1979,76.94,0.09,13.05,1.14,0,0.21,1.39,4.27,2.69,0.03,0,0.19,100,0.769261421,-0.964650782,-0.6659331,-0.779888561,-1.116139916,-0.730163839,-0.721321429,-0.493896798,-0.10410706,0.770648942,-1.150430067,-0.653310036,-0.801315576,-1.895081243,-0.728370978,-0.702664326,-0.445394917,-0.024115943,-2.4892196,-0.002253072,-0.917608619,-0.306903065,,,,,,,,
SAM-650,PZ1_R1-RioTurbo_19,SAM-650_PZ1_R1-RioTurbo_19_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.39,0.12,12.51,1.16,0.02,0.16,1.36,4.05,2.62,0.02,0,0.19,95.6019,76.76,0.12,13.08,1.21,0.02,0.17,1.42,4.24,2.74,0.02,0,0.2,100,0.738668683,-0.894054852,-0.648332576,-0.735276579,-0.832599117,-0.795775524,-0.679255257,-0.526529307,-0.04329332,0.741198414,-0.99182077,-0.63492469,-0.735050903,-0.815351764,-0.850541011,-0.650741672,-0.479177999,0.036751366,-2.090318489,0.114250359,-0.300602889,-0.011300547,,,,,,,,
SAM-651,PZ1_R1-RioTurbo_20,SAM-651_PZ1_R1-RioTurbo_20_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.45,0.09,12.45,0.98,0.07,0.17,1.34,4.05,2.64,0.02,0,0.18,95.4417,76.96,0.09,13.04,1.03,0.07,0.18,1.4,4.25,2.76,0.02,0,0.19,100,0.77396786,-0.96260905,-0.673615654,-0.849901212,-0.197104645,-0.781789162,-0.707863843,-0.515599114,-0.019645602,0.775176712,-1.145481539,-0.661341513,-0.909556971,0.048815845,-0.82349465,-0.685977732,-0.467848593,0.06026075,-1.96805607,0.173797911,0.168289622,0.215311906,,,,,,,,
SAM-652,PZ1_R1-RioTurbo_21,SAM-652_PZ1_R1-RioTurbo_21_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,72.98,0.1,13.11,1.09,0.09,0.22,1.4,4.15,2.69,0.04,0,0.2,96.0688,75.96,0.11,13.65,1.13,0.09,0.23,1.46,4.32,2.8,0.04,0,0.21,100,0.598098247,-0.928405624,-0.303341955,-0.785008559,0.044454164,-0.694309315,-0.642299791,-0.442781406,0.023859331,0.605446266,-1.066021188,-0.278548375,-0.80904929,0.289395146,-0.666090176,-0.605690246,-0.392724843,0.10328306,-1.515456654,0.218131307,0.148528238,0.384738665,,,,,,,,
SAM-653,PZ1_R1-RioTurbo_22,SAM-653_PZ1_R1-RioTurbo_22_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.28,0.12,12.53,1.19,0.07,0.21,1.43,4.03,2.57,0.06,0,0.19,97.6755,77.07,0.13,12.82,1.22,0.08,0.21,1.47,4.13,2.63,0.06,0,0.19,100,0.79276962,-0.888899138,-0.806671293,-0.730722816,-0.15136039,-0.717274862,-0.632587105,-0.641436407,-0.174205644,0.793256872,-0.98109995,-0.801058601,-0.728396071,0.096606353,-0.705655252,-0.59393477,-0.599139313,-0.095026053,-1.855630059,0.026787521,0.428761335,0.155249955,,,,,,,,
SAM-654,PZ1_R1-RioTurbo_23,SAM-654_PZ1_R1-RioTurbo_23_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,72.5,0.16,13.15,1.03,0.04,0.19,1.39,4.06,2.71,0.04,0,0.19,95.4536,75.96,0.16,13.77,1.08,0.04,0.19,1.45,4.25,2.84,0.05,0,0.2,100,0.596683,-0.807782483,-0.227289758,-0.820173383,-0.593721437,-0.750485686,-0.648197074,-0.508929442,0.071565076,0.604075914,-0.824018015,-0.200982573,-0.862924506,-0.429477907,-0.764988639,-0.612844955,-0.460942174,0.150125853,-1.694136011,0.238446946,-0.292952252,0.291912811,,,,,,,,
SAM-655,PZ1_R1-RioTurbo_24,SAM-655_PZ1_R1-RioTurbo_24_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.07,0.08,12.54,1.09,0.05,0.18,1.5,4.22,2.63,0.03,0,0.24,95.6233,76.42,0.08,13.11,1.14,0.06,0.19,1.57,4.41,2.75,0.03,0,0.25,100,0.677699108,-0.982542574,-0.632401021,-0.783246295,-0.402097912,-0.758414345,-0.515664046,-0.34257472,-0.036566317,0.682405713,-1.194921821,-0.618300155,-0.806384315,-0.181640618,-0.779556648,-0.455063632,-0.2903296,0.043447991,-1.82174782,0.052498207,-0.08702931,0.170605757,,,,,,,,
SAM-656,PZ1_R1-RioTurbo_25,SAM-656_PZ1_R1-RioTurbo_25_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.42,0.12,12.33,1.02,0.08,0.18,1.29,3.85,2.69,0.01,0,0.16,95.1544,77.16,0.13,12.96,1.07,0.09,0.19,1.36,4.05,2.83,0.01,0,0.16,100,0.808677315,-0.892552884,-0.724173209,-0.824304687,0.022013397,-0.763057547,-0.755787923,-0.722751495,0.058204668,0.808544268,-0.988687113,-0.714291996,-0.869343759,0.268172994,-0.788164791,-0.745733898,-0.684999983,0.137041892,-1.927255676,0.303546416,0.469211727,0.30099055,,,,,,,,
SAM-657,PZ1_R1-RioTurbo_27,SAM-657_PZ1_R1-RioTurbo_27_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.21,0.13,12.29,1.15,0.08,0.16,1.24,4.02,2.62,0.03,0,0.19,95.1297,76.96,0.14,12.92,1.21,0.08,0.17,1.3,4.23,2.75,0.03,0,0.2,100,0.773120016,-0.858892892,-0.745653349,-0.734059628,-0.05564863,-0.789981003,-0.81828092,-0.535858695,-0.034797706,0.774361113,-0.920599825,-0.736839897,-0.733270541,0.193064137,-0.839263722,-0.825093249,-0.488859205,0.045207427,-1.856596674,0.249774496,0.375285855,0.076481835,,,,,,,,
SAM-658,PZ1_R1-RioTurbo_29,SAM-658_PZ1_R1-RioTurbo_29_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.69,0.13,12.74,1.09,0.07,0.22,1.48,4.14,2.59,0.04,0,0.22,97.4117,76.67,0.13,13.08,1.12,0.08,0.23,1.52,4.25,2.66,0.04,0,0.23,100,0.722921518,-0.883688916,-0.65246169,-0.793709103,-0.140872037,-0.689648219,-0.56788198,-0.511161269,-0.139694667,0.726026203,-0.970367054,-0.639236108,-0.822254621,0.107403149,-0.658195259,-0.516493648,-0.463252645,-0.060013617,-1.713173134,0.018717951,0.264955627,0.211688331,,,,,,,,
SAM-659,PZ1_R1-RioTurbo_30,SAM-659_PZ1_R1-RioTurbo_30_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.5,0.13,12.75,1.01,0.05,0.24,1.45,3.88,2.54,0.02,0,0.2,96.7856,76.97,0.13,13.18,1.04,0.06,0.25,1.5,4.01,2.63,0.02,0,0.21,100,0.775606556,-0.875806178,-0.590784781,-0.843492245,-0.41199395,-0.643891869,-0.596139985,-0.764669734,-0.175990234,0.776753014,-0.954316159,-0.574951458,-0.899415677,-0.193555488,-0.582915284,-0.55012959,-0.729583992,-0.096842012,-1.894308459,-0.007161887,0.223948189,0.297038868,,,,,,,,
SAM-660,PZ1_R1-RioTurbo_31,SAM-660_PZ1_R1-RioTurbo_31_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.45,0.12,12.48,1.11,0.12,0.19,1.29,4.1,2.67,0.04,0,0.16,95.7355,76.73,0.13,13.04,1.16,0.12,0.2,1.34,4.28,2.79,0.04,0,0.17,100,0.732436818,-0.887167068,-0.675287541,-0.768999919,0.473212413,-0.737733807,-0.768261308,-0.481312605,0.009659206,0.735195141,-0.977520785,-0.663089845,-0.784958489,0.661250841,-0.741893318,-0.761441184,-0.432400073,0.089272688,-1.635765237,0.283084974,0.579751864,0.225953184,,,,,,,,
SAM-661,PZ1_R1-RioTurbo_32,SAM-661_PZ1_R1-RioTurbo_32_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.08,0.15,12.84,1.25,0.02,0.2,1.42,3.95,2.56,0.08,0,0.2,97.7703,76.79,0.16,13.13,1.27,0.02,0.21,1.46,4.04,2.62,0.09,0,0.21,100,0.744271974,-0.822913193,-0.618977693,-0.695274654,-0.807500568,-0.723473584,-0.642640092,-0.72959366,-0.184159538,0.74659499,-0.851845401,-0.604305761,-0.677246576,-0.768577016,-0.716532432,-0.606102754,-0.692262133,-0.1051618,-2.003429059,-0.002649962,-0.09234359,0.063146014,,,,,,,,
SAM-662,PZ1_R1-90_06_1,SAM-662_PZ1_R1-90_06_1_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.52,0.06,12.47,1.16,0.01,0.2,1.48,4.05,2.41,0.05,0,0.19,95.6013,76.9,0.06,13.04,1.21,0.01,0.21,1.55,4.24,2.52,0.05,0,0.2,100,0.763215073,-1.029793868,-0.671832944,-0.733673695,-0.991755671,-0.723390226,-0.538769912,-0.522458688,-0.301842158,0.764830978,-1.324244413,-0.659477492,-0.732706226,-1.179943226,-0.716385579,-0.482131497,-0.474957072,-0.226292416,-2.255550353,-0.23335032,-0.480462689,-0.043395311,,,,,,,,
SAM-663,PZ1_R1-90_06_2,SAM-663_PZ1_R1-90_06_2_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.02,0.15,12.26,1.16,0.04,0.24,1.43,3.86,2.57,0.05,0,0.22,95.0003,76.86,0.16,12.9,1.22,0.05,0.26,1.51,4.06,2.71,0.05,0,0.23,100,0.755883706,-0.826671583,-0.759355687,-0.73133274,-0.514510895,-0.634784358,-0.585480811,-0.709624022,-0.083462128,0.75777479,-0.858852525,-0.751239372,-0.729286273,-0.322288241,-0.568381176,-0.537408744,-0.671083151,-0.003386062,-1.85439008,0.07685791,0.227040881,0.115324457,,,,,,,,
SAM-664,PZ1_R1-90_06_4,SAM-664_PZ1_R1-90_06_4_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.2,0.13,12.72,1.22,0.08,0.22,1.49,3.98,2.61,0.06,0,0.21,96.9168,76.57,0.13,13.12,1.26,0.08,0.23,1.54,4.11,2.69,0.06,0,0.22,100,0.703911486,-0.876870328,-0.624424301,-0.707049513,-0.069926342,-0.693762062,-0.55537273,-0.662878363,-0.100958716,0.707698472,-0.956470099,-0.609982672,-0.694110655,0.17895984,-0.665160947,-0.501692794,-0.621700697,-0.020950168,-1.66554316,0.076624485,0.396783213,0.315058369,,,,,,,,
SAM-666,PZ1_R1-90_06_11,SAM-666_PZ1_R1-90_06_11_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.73,0.1,12.44,1.15,0.07,0.19,1.42,4,2.55,0.05,0,0.23,95.9513,76.84,0.11,12.97,1.2,0.07,0.2,1.48,4.17,2.66,0.05,0,0.24,100,0.752680913,-0.928116074,-0.718032708,-0.740074097,-0.247293597,-0.738375175,-0.613849863,-0.591742798,-0.140734507,0.754691613,-1.065373989,-0.707851871,-0.742083253,-0.005007878,-0.743045329,-0.571354651,-0.547066094,-0.061065661,-1.864547039,0.038179254,0.267526377,0.190923967,,,,,,,,
SAM-668,PZ1_R1-90_06_18,SAM-668_PZ1_R1-90_06_18_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.53,0.1,12.34,1.05,0.02,0.22,1.49,3.99,2.43,0.04,0,0.19,95.4079,77.07,0.11,12.94,1.11,0.02,0.23,1.56,4.18,2.54,0.04,0,0.2,100,0.793383393,-0.929729553,-0.736518028,-0.802764412,-0.833362743,-0.676822451,-0.529396462,-0.583771107,-0.273292093,0.793846878,-1.068985481,-0.727246729,-0.836084313,-0.816806696,-0.636695344,-0.471129147,-0.538740348,-0.196682243,-2.105896104,-0.183706822,-0.183908878,0.014529713,,,,,,,,
SAM-669,PZ1_R1-90_06_19,SAM-669_PZ1_R1-90_06_19_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.65,0.14,12.44,1.18,0,0.18,1.44,3.96,2.63,0,0,0.18,95.7915,76.88,0.15,12.98,1.23,0,0.19,1.5,4.13,2.75,0,0,0.18,100,0.759983299,-0.837180101,-0.710288948,-0.722382154,-1.093448153,-0.764776628,-0.593807293,-0.636485798,-0.03671406,0.761720742,-0.878653877,-0.699733808,-0.716257567,-1.589630419,-0.791366521,-0.547342264,-0.593938224,0.043300992,-2.288524036,0.047162837,-0.646361418,-0.140284722,,,,,,,,
SAM-670,PZ1_R1-90_06_20,SAM-670_PZ1_R1-90_06_20_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.27,0.11,12.32,1.22,0.04,0.18,1.49,3.72,2.47,0.02,0,0.2,95.0448,77.09,0.11,12.96,1.28,0.05,0.19,1.57,3.92,2.6,0.02,0,0.21,100,0.79669329,-0.923342446,-0.720695247,-0.690170979,-0.536317319,-0.766908517,-0.515209722,-0.859653393,-0.203561905,0.797028375,-1.054760523,-0.710644022,-0.669975092,-0.35105475,-0.795348251,-0.454533195,-0.831441273,-0.124967045,-2.031685559,-0.061358786,0.216084652,0.309531441,,,,,,,,
SAM-671,PZ1_R1-90_06_23,SAM-671_PZ1_R1-90_06_23_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.11,0.15,12.5,1.18,0,0.22,1.47,4.12,2.52,0.02,0,0.16,96.4396,76.85,0.15,12.96,1.22,0,0.23,1.52,4.27,2.61,0.02,0,0.16,100,0.753481567,-0.831718719,-0.721793113,-0.730091828,-1.116139916,-0.686002645,-0.5672857,-0.494345969,-0.191212719,0.755462399,-0.868323924,-0.711795468,-0.727475493,-1.895081243,-0.65205103,-0.515786903,-0.445859084,-0.112354012,-2.285232214,-0.136594654,-0.840630864,-0.341490203,,,,,,,,
SAM-673,PZ1_R1-90_06_26,SAM-673_PZ1_R1-90_06_26_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,73.33,0.12,12.37,1.08,0.12,0.2,1.45,4.22,2.38,0.03,0,0.18,95.4779,76.8,0.13,12.95,1.14,0.12,0.21,1.52,4.42,2.49,0.03,0,0.19,100,0.745199912,-0.88641787,-0.727070959,-0.782945396,0.433307104,-0.728276084,-0.573890016,-0.332382711,-0.335442641,0.747488587,-0.975976093,-0.717332007,-0.805929607,0.628954758,-0.725020014,-0.523621624,-0.279977628,-0.261328858,-1.566663585,-0.145519031,0.523385223,0.164562479,,,,,,,,
SAM-675,PZ1_R1-90_06_28,SAM-675_PZ1_R1-90_06_28_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.75,0.07,12.75,1.31,0.01,0.17,1.35,4.05,2.57,0.04,0,0.19,97.2747,76.84,0.08,13.11,1.35,0.01,0.18,1.39,4.17,2.64,0.05,0,0.2,100,0.75220548,-0.999715564,-0.631194068,-0.648345528,-0.949203897,-0.780010223,-0.722163175,-0.598762901,-0.162500027,0.754233905,-1.239730653,-0.617041376,-0.611220872,-1.066600906,-0.820096506,-0.703710442,-0.554404294,-0.08312798,-2.25070605,0.013217242,-0.37552346,-0.056844847,,,,,,,,
SAM-676,PZ1_R1-90_06_29,SAM-676_PZ1_R1-90_06_29_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.18,0.16,12.58,1.27,0.03,0.22,1.48,3.93,2.49,0,0,0.17,96.516,76.86,0.16,13.03,1.31,0.03,0.23,1.53,4.07,2.58,0,0,0.18,100,0.75636455,-0.81576683,-0.678183284,-0.671545276,-0.680284137,-0.682533087,-0.55647012,-0.697667987,-0.228492907,0.758237645,-0.838627177,-0.666118426,-0.643629085,-0.556395667,-0.64622806,-0.502989055,-0.658426921,-0.150510518,-1.879466443,-0.074748265,0.063601965,0.079490426,,,,,,,,
